fabian	remolina	carnes	durham_lifspan	durham_fecundityw1	durham_fecundityw3	durham_fecundityw5	durham_fecundityw7	durham_fecundityLifetime	huang_DGRP	huang_AIP	ours_HS_C_1kb	ours_HS_1kb	ours_C_1kb	hoedjes_lifespan	hoedjes_diet	hoedjes_diet_lifespan	genAge_dmel
NA	NA	FBgn0029768	NA	NA	NA	NA	NA	NA	NA	FBgn0024238	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0086532	NA	NA	NA	NA	NA	NA	NA	FBgn0039969	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0086370	NA	NA	NA	NA	NA	NA	NA	FBgn0035498	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003513	NA	NA	NA	NA	NA	NA	NA	FBgn0033806	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0036389	NA	NA	NA	NA	NA	NA	NA	FBgn0005633	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0016917	NA	NA	NA	NA	NA	NA	NA	FBgn0264078	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003520	NA	NA	NA	NA	NA	NA	NA	FBgn0000711	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0020248	NA	NA	NA	NA	NA	NA	NA	FBgn0011591	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261041	NA	NA	NA	NA	NA	NA	NA	FBgn0032773	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0086408	NA	NA	NA	NA	NA	NA	NA	FBgn0053556	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0014388	NA	NA	NA	NA	NA	NA	NA	FBgn0038197	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0026427	NA	NA	NA	NA	NA	NA	NA	FBgn0051774	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0265623	NA	NA	NA	NA	NA	NA	NA	FBgn0036964	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0040271	NA	NA	NA	NA	NA	NA	NA	FBgn0029769	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003651	NA	NA	NA	NA	NA	NA	NA	FBgn0086698	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034709	NA	NA	NA	NA	NA	NA	NA	FBgn0004652	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034135	NA	NA	NA	NA	NA	NA	NA	FBgn0005390	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0033876	NA	NA	NA	NA	NA	NA	NA	FBgn0026718	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034691	NA	NA	NA	NA	NA	NA	NA	FBgn0035217	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004242	NA	NA	NA	NA	NA	NA	NA	FBgn0004509	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261089	NA	NA	NA	NA	NA	NA	NA	FBgn0023441	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0039734	NA	NA	NA	NA	NA	NA	NA	FBgn0001085	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0011291	NA	NA	NA	NA	NA	NA	NA	FBgn0016797	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004406	NA	NA	NA	NA	NA	NA	NA	FBgn0034937	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0040071	NA	NA	NA	NA	NA	NA	NA	FBgn0260446	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0010329	NA	NA	NA	NA	NA	NA	NA	FBgn0263199	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0033921	NA	NA	NA	NA	NA	NA	NA	FBgn0010223	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0267001	NA	NA	NA	NA	NA	NA	NA	FBgn0001104	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0264845	NA	NA	NA	NA	NA	NA	NA	FBgn0034199	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0015828	NA	NA	NA	NA	NA	NA	NA	FBgn0036862	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034939	NA	NA	NA	NA	NA	NA	NA	FBgn0260743	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0038118	NA	NA	NA	NA	NA	NA	NA	FBgn0040319	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261649	NA	NA	NA	NA	NA	NA	NA	FBgn0014179	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0011837	NA	NA	NA	NA	NA	NA	NA	FBgn0050115	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003714	NA	NA	NA	NA	NA	NA	NA	FBgn0262869	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004622	NA	NA	NA	NA	NA	NA	NA	FBgn0250823	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0086899	NA	NA	NA	NA	NA	NA	NA	FBgn0001108	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0082582	NA	NA	NA	NA	NA	NA	NA	FBgn0024963	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0265356	NA	NA	NA	NA	NA	NA	NA	FBgn0004619	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0039257	NA	NA	NA	NA	NA	NA	NA	FBgn0264574	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0015600	NA	NA	NA	NA	NA	NA	NA	FBgn0267336	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004885	NA	NA	NA	NA	NA	NA	NA	FBgn0004507	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0016041	NA	NA	NA	NA	NA	NA	NA	FBgn0266064	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0026319	NA	NA	NA	NA	NA	NA	NA	FBgn0052227	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0038767	NA	NA	NA	NA	NA	NA	NA	FBgn0029084	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261793	NA	NA	NA	NA	NA	NA	NA	FBgn0261988	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0024277	NA	NA	NA	NA	NA	NA	NA	FBgn0045502	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261451	NA	NA	NA	NA	NA	NA	NA	FBgn0030297	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0265194	NA	NA	NA	NA	NA	NA	NA	FBgn0265138	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0029837	NA	NA	NA	NA	NA	NA	NA	FBgn0045498	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0027865	NA	NA	NA	NA	NA	NA	NA	FBgn0052693	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0265974	NA	NA	NA	NA	NA	NA	NA	FBgn0259211	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034046	NA	NA	NA	NA	NA	NA	NA	FBgn0029830	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0039530	NA	NA	NA	NA	NA	NA	NA	FBgn0261278	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0039437	NA	NA	NA	NA	NA	NA	NA	FBgn0010226	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0038542	NA	NA	NA	NA	NA	NA	NA	FBgn0030484	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0031757	NA	NA	NA	NA	NA	NA	NA	FBgn0001150	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035601	NA	NA	NA	NA	NA	NA	NA	FBgn0010197	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035978	NA	NA	NA	NA	NA	NA	NA	FBgn0266136	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0031879	NA	NA	NA	NA	NA	NA	NA	FBgn0038295	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0267002	NA	NA	NA	NA	NA	NA	NA	FBgn0013973	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035756	NA	NA	NA	NA	NA	NA	NA	FBgn0261509	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0266719	NA	NA	NA	NA	NA	NA	NA	FBgn0042712	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034013	NA	NA	NA	NA	NA	NA	NA	FBgn0041210	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0040395	NA	NA	NA	NA	NA	NA	NA	FBgn0051119	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0040068	NA	NA	NA	NA	NA	NA	NA	FBgn0010113	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0262512	NA	NA	NA	NA	NA	NA	NA	FBgn0038842	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0028667	NA	NA	NA	NA	NA	NA	NA	FBgn0011771	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0040377	NA	NA	NA	NA	NA	NA	NA	FBgn0011224	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0028665	NA	NA	NA	NA	NA	NA	NA	FBgn0052529	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004397	NA	NA	NA	NA	NA	NA	NA	FBgn0038251	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0053544	NA	NA	NA	NA	NA	NA	NA	FBgn0035142	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0085362	NA	NA	NA	NA	NA	NA	NA	FBgn0029676	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003984	NA	NA	NA	NA	NA	NA	NA	FBgn0030600	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034708	NA	NA	NA	NA	NA	NA	NA	FBgn0263782	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0263511	NA	NA	NA	NA	NA	NA	NA	FBgn0004362	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0263512	NA	NA	NA	NA	NA	NA	NA	FBgn0010228	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003996	NA	NA	NA	NA	NA	NA	NA	FBgn0041150	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004655	NA	NA	NA	NA	NA	NA	NA	FBgn0031649	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261563	NA	NA	NA	NA	NA	NA	NA	FBgn0025777	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0027492	NA	NA	NA	NA	NA	NA	NA	FBgn0263395	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034718	NA	NA	NA	NA	NA	NA	NA	FBgn0004237	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0040066	NA	NA	NA	NA	NA	NA	NA	FBgn0038755	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0265575	NA	NA	NA	NA	NA	NA	NA	FBgn0026418	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034970	NA	NA	NA	NA	NA	NA	NA	FBgn0033087	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261287	NA	NA	NA	NA	NA	NA	NA	FBgn0031728	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035917	NA	NA	NA	NA	NA	NA	NA	FBgn0032525	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0036044	NA	NA	NA	NA	NA	NA	NA	FBgn0001234	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0022720	NA	NA	NA	NA	NA	NA	NA	FBgn0001235	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0039714	NA	NA	NA	NA	NA	NA	NA	FBgn0038233	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035432	NA	NA	NA	NA	NA	NA	NA	FBgn0031294	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0052311	NA	NA	NA	NA	NA	NA	NA	FBgn0264857	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0024227	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0041147	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001247	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001250	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0013467	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0067903	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001258	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001259	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0259918	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0260812	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0036816	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0011603	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0086613	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0011674	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039459	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0025366	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0266375	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0040849	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0033515	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0265141	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0033651	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0034458	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0036150	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0029968	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0040308	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0028371	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0086677	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039350	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0023197	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039777	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0263973	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0263929	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0028421	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0032484	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0031016	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039862	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0031821	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0019968	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262127	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039925	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0028369	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001316	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0017590	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0013469	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001319	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001323	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0020294	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0032683	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0266450	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0004167	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039688	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0259984	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001332	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0001491	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0027330	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0027279	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0010482	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0021979	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0263608	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0086686	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0010238	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0259247	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0000464	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0008651	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0020639	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0002543	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039354	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0034720	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0027611	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0261565	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0083946	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0032252	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0051092	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0032633	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0053087	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0034834	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0002562	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0040765	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0002577	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0029003	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0267033	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0031655	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0015513	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0265487	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0005536	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0004513	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0034795	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0260401	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0004367	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0023001	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0265140	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0040089	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0032694	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0038294	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0031307	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0039738	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0035473	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0261260	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0019985	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0264695	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0053208	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0036713	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0026060	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262382	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262315	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262400	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262378	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0263633	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0263551	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0263555	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0263537	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262333	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262243	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262181	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262201	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262216	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0262283	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0021776	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0036844	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0259209	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0259168	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0002778	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0259481	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0036448	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0027609	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0260660	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0259985	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0002791	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0034091	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0032456	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0031357	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0034361	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0035534	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FBgn0052296	NA	NA	NA	NA	NA	NA	NA
