shared_DEG	gxe_DEG	allgenesdeg	shared_entrez	gxe_entrez	all_entrez
NA	NA	FBgn0027561	NA	NA	35929
NA	NA	FBgn0033379	NA	NA	35925
NA	NA	FBgn0033377	NA	NA	35923
NA	NA	FBgn0033375	NA	NA	35920
NA	NA	FBgn0033374	NA	NA	35919
NA	NA	FBgn0033373	NA	NA	35918
NA	NA	FBgn0033372	NA	NA	35916
NA	NA	FBgn0024189	NA	NA	44097
NA	NA	FBgn0011286	NA	NA	49090
NA	NA	FBgn0021825	NA	NA	44086
NA	NA	FBgn0033339	NA	NA	35877
NA	NA	FBgn0033340	NA	NA	35879
NA	NA	FBgn0004921	NA	NA	35881
NA	NA	FBgn0050349	NA	NA	35885
NA	NA	FBgn0002552	NA	NA	45325
NA	NA	FBgn0033349	NA	NA	35890
NA	NA	FBgn0033350	NA	NA	35891
NA	NA	FBgn0033352	NA	NA	35893
NA	NA	FBgn0033353	NA	NA	35894
NA	NA	FBgn0033355	NA	NA	35896
NA	NA	FBgn0033357	NA	NA	35899
NA	NA	FBgn0011300	NA	NA	35900
NA	NA	FBgn0033364	NA	NA	35907
NA	NA	FBgn0033369	NA	NA	35912
NA	NA	FBgn0033368	NA	NA	35911
NA	NA	FBgn0033367	NA	NA	35910
NA	NA	FBgn0033366	NA	NA	35909
NA	NA	FBgn0033365	NA	NA	35908
NA	NA	FBgn0033359	NA	NA	35902
NA	NA	FBgn0033358	NA	NA	35901
NA	NA	FBgn0027607	NA	NA	35897
NA	NA	FBgn0033354	NA	NA	35895
NA	NA	FBgn0033351	NA	NA	35892
NA	NA	FBgn0033348	NA	NA	35889
NA	NA	FBgn0033347	NA	NA	35888
NA	NA	FBgn0003074	NA	NA	35886
NA	NA	FBgn0033341	NA	NA	35880
NA	NA	FBgn0027513	NA	NA	35878
NA	NA	FBgn0033337	NA	NA	35875
NA	NA	FBgn0053199	NA	NA	326329
NA	NA	FBgn0033303	NA	NA	NA
NA	NA	FBgn0033304	NA	NA	35837
NA	NA	FBgn0033307	NA	NA	35840
NA	NA	FBgn0033313	NA	NA	35846
NA	NA	FBgn0022027	NA	NA	35847
NA	NA	FBgn0033316	NA	NA	35849
NA	NA	FBgn0001285	NA	NA	35853
NA	NA	FBgn0033321	NA	NA	35855
NA	NA	FBgn0033323	NA	NA	35857
NA	NA	FBgn0043576	NA	NA	35859
NA	NA	FBgn0033327	NA	NA	35859
NA	NA	FBgn0043575	NA	NA	35862
NA	NA	FBgn0005695	NA	NA	35864
NA	NA	FBgn0027585	NA	NA	35866
NA	NA	FBgn0033330	NA	NA	35867
NA	NA	FBgn0050356	NA	NA	246562
NA	NA	FBgn0040777	NA	NA	50250
NA	NA	FBgn0033326	NA	NA	35860
NA	NA	FBgn0033324	NA	NA	35858
NA	NA	FBgn0033322	NA	NA	35856
NA	NA	FBgn0033320	NA	NA	35854
NA	NA	FBgn0033317	NA	NA	35850
NA	NA	FBgn0033315	NA	NA	35848
NA	NA	FBgn0033309	NA	NA	35842
NA	NA	FBgn0033308	NA	NA	35841
NA	NA	FBgn0033302	NA	NA	35835
NA	NA	FBgn0033301	NA	NA	35834
NA	NA	FBgn0028836	NA	NA	35816
NA	NA	FBgn0002534	NA	NA	35819
NA	NA	FBgn0002535	NA	NA	35820
NA	NA	FBgn0014469	NA	NA	35822
NA	NA	FBgn0015034	NA	NA	44632
NA	NA	FBgn0002569	NA	NA	35825
NA	NA	FBgn0033294	NA	NA	35827
NA	NA	FBgn0050359	NA	NA	35828
NA	NA	FBgn0050360	NA	NA	246565
NA	NA	FBgn0033297	NA	NA	35830
NA	NA	FBgn0050361	NA	NA	35832
NA	NA	FBgn0033296	NA	NA	35829
NA	NA	FBgn0002571	NA	NA	35826
NA	NA	FBgn0002570	NA	NA	35824
NA	NA	FBgn0033292	NA	NA	35821
NA	NA	FBgn0002533	NA	NA	35818
NA	NA	FBgn0002531	NA	NA	35817
NA	NA	FBgn0033289	NA	NA	35814
NA	NA	FBgn0028563	NA	NA	35774
NA	NA	FBgn0028562	NA	NA	44269
NA	NA	FBgn0028561	NA	NA	44268
NA	NA	FBgn0033257	NA	NA	35777
NA	NA	FBgn0033259	NA	NA	35779
NA	NA	FBgn0033261	NA	NA	35781
NA	NA	FBgn0033264	NA	NA	35784
NA	NA	FBgn0033266	NA	NA	35786
NA	NA	FBgn0005648	NA	NA	35788
NA	NA	FBgn0021995	NA	NA	44087
NA	NA	FBgn0033273	NA	NA	35795
NA	NA	FBgn0011659	NA	NA	35796
NA	NA	FBgn0053087	NA	NA	35799
NA	NA	FBgn0013726	NA	NA	35801
NA	NA	FBgn0050369	NA	NA	246572
NA	NA	FBgn0033278	NA	NA	35803
NA	NA	FBgn0050371	NA	NA	35806
NA	NA	FBgn0050375	NA	NA	246575
NA	NA	FBgn0050376	NA	NA	246576
NA	NA	FBgn0033280	NA	NA	35805
NA	NA	FBgn0033279	NA	NA	35804
NA	NA	FBgn0033274	NA	NA	35797
NA	NA	FBgn0033272	NA	NA	35793
NA	NA	FBgn0033271	NA	NA	35792
NA	NA	FBgn0033268	NA	NA	35789
NA	NA	FBgn0033260	NA	NA	35780
NA	NA	FBgn0033258	NA	NA	35778
NA	NA	FBgn0025469	NA	NA	35773
NA	NA	FBgn0021814	NA	NA	47408
NA	NA	FBgn0040778	NA	NA	50251
NA	NA	FBgn0033252	NA	NA	35770
NA	NA	FBgn0033221	NA	NA	35726
NA	NA	FBgn0033222	NA	NA	35727
NA	NA	FBgn0002891	NA	NA	47186
NA	NA	FBgn0003317	NA	NA	35731
NA	NA	FBgn0033226	NA	NA	35733
NA	NA	FBgn0040780	NA	NA	50253
NA	NA	FBgn0050377	NA	NA	50252
NA	NA	FBgn0015509	NA	NA	35742
NA	NA	FBgn0033234	NA	NA	35745
NA	NA	FBgn0026722	NA	NA	35747
NA	NA	FBgn0033240	NA	NA	35753
NA	NA	FBgn0027548	NA	NA	35756
NA	NA	FBgn0027054	NA	NA	35759
NA	NA	FBgn0013307	NA	NA	35766
NA	NA	FBgn0013308	NA	NA	35767
NA	NA	FBgn0033249	NA	NA	35765
NA	NA	FBgn0033248	NA	NA	35763
NA	NA	FBgn0033246	NA	NA	35761
NA	NA	FBgn0026361	NA	NA	43990
NA	NA	FBgn0033241	NA	NA	35754
NA	NA	FBgn0033236	NA	NA	35749
NA	NA	FBgn0050380	NA	NA	246579
NA	NA	FBgn0033235	NA	NA	35748
NA	NA	FBgn0023171	NA	NA	35746
NA	NA	FBgn0050381	NA	NA	246580
NA	NA	FBgn0033233	NA	NA	35744
NA	NA	FBgn0026393	NA	NA	35743
NA	NA	FBgn0033232	NA	NA	35741
NA	NA	FBgn0029093	NA	NA	45268
NA	NA	FBgn0033225	NA	NA	35732
NA	NA	FBgn0033224	NA	NA	35730
NA	NA	FBgn0033187	NA	NA	35685
NA	NA	FBgn0033190	NA	NA	35689
NA	NA	FBgn0033192	NA	NA	35691
NA	NA	FBgn0033194	NA	NA	35693
NA	NA	FBgn0050491	NA	NA	35704
NA	NA	FBgn0050495	NA	NA	246651
NA	NA	FBgn0033203	NA	NA	35706
NA	NA	FBgn0033204	NA	NA	35707
NA	NA	FBgn0033205	NA	NA	35708
NA	NA	FBgn0033209	NA	NA	35712
NA	NA	FBgn0050493	NA	NA	246650
NA	NA	FBgn0033214	NA	NA	35718
NA	NA	FBgn0033215	NA	NA	35719
NA	NA	FBgn0033216	NA	NA	35720
NA	NA	FBgn0015614	NA	NA	46456
NA	NA	FBgn0042135	NA	NA	59173
NA	NA	FBgn0003733	NA	NA	35717
NA	NA	FBgn0033212	NA	NA	35715
NA	NA	FBgn0033210	NA	NA	35713
NA	NA	FBgn0033208	NA	NA	35711
NA	NA	FBgn0033207	NA	NA	35710
NA	NA	FBgn0033206	NA	NA	35709
NA	NA	FBgn0033199	NA	NA	35702
NA	NA	FBgn0033196	NA	NA	35697
NA	NA	FBgn0004133	NA	NA	35694
NA	NA	FBgn0004132	NA	NA	48986
NA	NA	FBgn0050499	NA	NA	35692
NA	NA	FBgn0033191	NA	NA	35690
NA	NA	FBgn0033188	NA	NA	35687
NA	NA	FBgn0022772	NA	NA	35686
NA	NA	FBgn0033186	NA	NA	35684
NA	NA	FBgn0003174	NA	NA	44011
NA	NA	FBgn0033158	NA	NA	35651
NA	NA	FBgn0033160	NA	NA	35654
NA	NA	FBgn0003460	NA	NA	35662
NA	NA	FBgn0033169	NA	NA	35664
NA	NA	FBgn0033178	NA	NA	35673
NA	NA	FBgn0033185	NA	NA	35683
NA	NA	FBgn0025185	NA	NA	35682
NA	NA	FBgn0033184	NA	NA	35681
NA	NA	FBgn0015929	NA	NA	35679
NA	NA	FBgn0033183	NA	NA	35678
NA	NA	FBgn0010548	NA	NA	45398
NA	NA	FBgn0033179	NA	NA	35674
NA	NA	FBgn0033177	NA	NA	35672
NA	NA	FBgn0050502	NA	NA	35670
NA	NA	FBgn0033167	NA	NA	35661
NA	NA	FBgn0033166	NA	NA	35660
NA	NA	FBgn0000352	NA	NA	35653
NA	NA	FBgn0033159	NA	NA	35652
NA	NA	FBgn0033127	NA	NA	35615
NA	NA	FBgn0033128	NA	NA	35616
NA	NA	FBgn0033129	NA	NA	35617
NA	NA	FBgn0033130	NA	NA	35618
NA	NA	FBgn0033131	NA	NA	NA
NA	NA	FBgn0033132	NA	NA	35620
NA	NA	FBgn0033133	NA	NA	35621
NA	NA	FBgn0033134	NA	NA	35622
NA	NA	FBgn0016032	NA	NA	35623
NA	NA	FBgn0033135	NA	NA	35624
NA	NA	FBgn0033139	NA	NA	35629
NA	NA	FBgn0003090	NA	NA	45343
NA	NA	FBgn0033153	NA	NA	35646
NA	NA	FBgn0026602	NA	NA	44750
NA	NA	FBgn0015039	NA	NA	35635
NA	NA	FBgn0015038	NA	NA	35634
NA	NA	FBgn0033141	NA	NA	35631
NA	NA	FBgn0033138	NA	NA	35628
NA	NA	FBgn0027558	NA	NA	35627
NA	NA	FBgn0016126	NA	NA	43792
NA	NA	FBgn0040324	NA	NA	43799
NA	NA	FBgn0039911	NA	NA	43800
NA	NA	FBgn0024728	NA	NA	43809
NA	NA	FBgn0039920	NA	NA	43810
NA	NA	FBgn0026199	NA	NA	43811
NA	NA	FBgn0039916	NA	NA	43806
NA	NA	FBgn0028996	NA	NA	45816
NA	NA	FBgn0039909	NA	NA	43798
NA	NA	FBgn0026869	NA	NA	43796
NA	NA	FBgn0039908	NA	NA	43794
NA	NA	FBgn0026262	NA	NA	43793
NA	NA	FBgn0039907	NA	NA	43791
NA	NA	FBgn0024811	NA	NA	43775
NA	NA	FBgn0039896	NA	NA	43779
NA	NA	FBgn0039897	NA	NA	43780
NA	NA	FBgn0026777	NA	NA	43785
NA	NA	FBgn0052850	NA	NA	318246
NA	NA	FBgn0039904	NA	NA	43788
NA	NA	FBgn0039902	NA	NA	43786
NA	NA	FBgn0042696	NA	NA	43782
NA	NA	FBgn0053481	NA	NA	2768865
NA	NA	FBgn0051999	NA	NA	43777
NA	NA	FBgn0051998	NA	NA	43774
NA	NA	FBgn0039890	NA	NA	43772
NA	NA	FBgn0039889	NA	NA	43771
NA	NA	FBgn0051997	NA	NA	319064
NA	NA	FBgn0052006	NA	NA	317817
NA	NA	FBgn0011747	NA	NA	43770
NA	NA	FBgn0017545	NA	NA	43768
NA	NA	FBgn0004859	NA	NA	43767
NA	NA	FBgn0025740	NA	NA	43766
NA	NA	FBgn0019985	NA	NA	43838
NA	NA	FBgn0019650	NA	NA	43833
NA	NA	FBgn0010217	NA	NA	43829
NA	NA	FBgn0013749	NA	NA	43823
NA	NA	FBgn0002521	NA	NA	43819
NA	NA	FBgn0052017	NA	NA	317823
NA	NA	FBgn0039928	NA	NA	43824
NA	NA	FBgn0024913	NA	NA	43826
NA	NA	FBgn0011642	NA	NA	317824
NA	NA	FBgn0039929	NA	NA	43830
NA	NA	FBgn0039932	NA	NA	43835
NA	NA	FBgn0052016	NA	NA	43836
NA	NA	FBgn0023213	NA	NA	43839
NA	NA	FBgn0039936	NA	NA	43842
NA	NA	FBgn0039938	NA	NA	43844
NA	NA	FBgn0039923	NA	NA	43816
NA	NA	FBgn0031208	NA	NA	33155
NA	NA	FBgn0024698	NA	NA	44250
NA	NA	FBgn0030538	NA	NA	32360
NA	NA	FBgn0010473	NA	NA	46015
NA	NA	FBgn0003386	NA	NA	33599
NA	NA	FBgn0051481	NA	NA	40826
NA	NA	FBgn0010453	NA	NA	34007
NA	NA	FBgn0010549	NA	NA	47905
NA	NA	FBgn0014342	NA	NA	40667
NA	NA	FBgn0032721	NA	NA	35146
NA	NA	FBgn0036290	NA	NA	39424
NA	NA	FBgn0036362	NA	NA	39510
NA	NA	FBgn0002565	NA	NA	45326
NA	NA	FBgn0036255	NA	NA	39383
NA	NA	FBgn0025885	NA	NA	35671
NA	NA	FBgn0038282	NA	NA	2768670
NA	NA	FBgn0016047	NA	NA	45587
NA	NA	FBgn0030151	NA	NA	31914
NA	NA	FBgn0032851	NA	NA	2768911
NA	NA	FBgn0039817	NA	NA	43677
NA	NA	FBgn0003141	NA	NA	35292
NA	NA	FBgn0036039	NA	NA	39142
NA	NA	FBgn0038535	NA	NA	42127
NA	NA	FBgn0053503	NA	NA	2768720
NA	NA	FBgn0050489	NA	NA	246648
NA	NA	FBgn0000109	NA	NA	48224
NA	NA	FBgn0039757	NA	NA	43594
NA	NA	FBgn0003892	NA	NA	35851
NA	NA	FBgn0005278	NA	NA	48552
NA	NA	FBgn0052000	NA	NA	317815
NA	NA	FBgn0021760	NA	NA	43901
NA	NA	FBgn0036640	NA	NA	39843
NA	NA	FBgn0067783	NA	NA	42429
NA	NA	FBgn0035981	NA	NA	39069
NA	NA	FBgn0001098	NA	NA	42832
NA	NA	FBgn0017418	NA	NA	32796
NA	NA	FBgn0002921	NA	NA	48971
NA	NA	FBgn0000083	NA	NA	42492
NA	NA	FBgn0011672	NA	NA	42490
NA	NA	FBgn0053489	NA	NA	2768971
NA	NA	FBgn0053490	NA	NA	2768970
NA	NA	FBgn0036544	NA	NA	39732
NA	NA	FBgn0034274	NA	NA	37024
NA	NA	FBgn0034275	NA	NA	37025
NA	NA	FBgn0027572	NA	NA	37028
NA	NA	FBgn0026309	NA	NA	37034
NA	NA	FBgn0028744	NA	NA	37036
NA	NA	FBgn0028743	NA	NA	37037
NA	NA	FBgn0026316	NA	NA	37035
NA	NA	FBgn0034279	NA	NA	37031
NA	NA	FBgn0034278	NA	NA	37030
NA	NA	FBgn0034277	NA	NA	37029
NA	NA	FBgn0034276	NA	NA	37026
NA	NA	FBgn0035917	NA	NA	38988
NA	NA	FBgn0036101	NA	NA	39215
NA	NA	FBgn0032388	NA	NA	34608
NA	NA	FBgn0030892	NA	NA	32788
NA	NA	FBgn0020429	NA	NA	33789
NA	NA	FBgn0036689	NA	NA	39908
NA	NA	FBgn0010424	NA	NA	39916
NA	NA	FBgn0036911	NA	NA	40163
NA	NA	FBgn0036900	NA	NA	40147
NA	NA	FBgn0015721	NA	NA	37400
NA	NA	FBgn0053493	NA	NA	2768994
NA	NA	FBgn0053494	NA	NA	2768686
NA	NA	FBgn0040227	NA	NA	42789
NA	NA	FBgn0025790	NA	NA	37781
NA	NA	FBgn0032699	NA	NA	35123
NA	NA	FBgn0036302	NA	NA	39438
NA	NA	FBgn0034289	NA	NA	37052
NA	NA	FBgn0016034	NA	NA	40489
NA	NA	FBgn0031883	NA	NA	33989
NA	NA	FBgn0031835	NA	NA	33923
NA	NA	FBgn0031115	NA	NA	33044
NA	NA	FBgn0039313	NA	NA	43053
NA	NA	FBgn0000286	NA	NA	33692
NA	NA	FBgn0028425	NA	NA	34624
NA	NA	FBgn0003380	NA	NA	32780
NA	NA	FBgn0037153	NA	NA	40453
NA	NA	FBgn0038448	NA	NA	42019
NA	NA	FBgn0061197	NA	NA	36332
NA	NA	FBgn0027780	NA	NA	34175
NA	NA	FBgn0003464	NA	NA	44014
NA	NA	FBgn0023023	NA	NA	40675
NA	NA	FBgn0037222	NA	NA	40532
NA	NA	FBgn0037836	NA	NA	41298
NA	NA	FBgn0037986	NA	NA	41466
NA	NA	FBgn0020371	NA	NA	44381
NA	NA	FBgn0030657	NA	NA	32492
NA	NA	FBgn0043070	NA	NA	37451
NA	NA	FBgn0036574	NA	NA	39770
NA	NA	FBgn0003118	NA	NA	42757
NA	NA	FBgn0004595	NA	NA	41363
NA	NA	FBgn0016038	NA	NA	31006
NA	NA	FBgn0033566	NA	NA	36154
NA	NA	FBgn0003189	NA	NA	32640
NA	NA	FBgn0032202	NA	NA	34371
NA	NA	FBgn0002773	NA	NA	43587
NA	NA	FBgn0031450	NA	NA	33458
NA	NA	FBgn0050423	NA	NA	246605
NA	NA	FBgn0051665	NA	NA	33361
NA	NA	FBgn0051720	NA	NA	318914
NA	NA	FBgn0005666	NA	NA	43814
NA	NA	FBgn0052206	NA	NA	40105
NA	NA	FBgn0052442	NA	NA	318031
NA	NA	FBgn0023531	NA	NA	31121
NA	NA	FBgn0053170	NA	NA	326267
NA	NA	FBgn0053198	NA	NA	251430
NA	NA	FBgn0035802	NA	NA	2768948
NA	NA	FBgn0032120	NA	NA	2768929
NA	NA	FBgn0041723	NA	NA	2768944
NA	NA	FBgn0053318	NA	NA	NA
NA	NA	FBgn0053319	NA	NA	NA
NA	NA	FBgn0052311	NA	NA	2769001
NA	NA	FBgn0003016	NA	NA	34850
NA	NA	FBgn0035028	NA	NA	37927
NA	NA	FBgn0015925	NA	NA	36809
NA	NA	FBgn0021761	NA	NA	34527
NA	NA	FBgn0038474	NA	NA	42061
NA	NA	FBgn0025456	NA	NA	42092
NA	NA	FBgn0026379	NA	NA	43991
NA	NA	FBgn0039207	NA	NA	42928
NA	NA	FBgn0032455	NA	NA	34685
NA	NA	FBgn0039215	NA	NA	42937
NA	NA	FBgn0039714	NA	NA	43533
NA	NA	FBgn0039711	NA	NA	43530
NA	NA	FBgn0002567	NA	NA	35940
NA	NA	FBgn0032001	NA	NA	34122
NA	NA	FBgn0031548	NA	NA	33577
NA	NA	FBgn0025682	NA	NA	38145
NA	NA	FBgn0032907	NA	NA	35365
NA	NA	FBgn0031813	NA	NA	33898
NA	NA	FBgn0026620	NA	NA	40589
NA	NA	FBgn0003721	NA	NA	41852
NA	NA	FBgn0034405	NA	NA	37181
NA	NA	FBgn0039915	NA	NA	43805
NA	NA	FBgn0020445	NA	NA	43895
NA	NA	FBgn0004509	NA	NA	47220
NA	NA	FBgn0000117	NA	NA	31151
NA	NA	FBgn0022361	NA	NA	43797
NA	NA	FBgn0023175	NA	NA	36018
NA	NA	FBgn0010329	NA	NA	31718
NA	NA	FBgn0011754	NA	NA	32120
NA	NA	FBgn0001991	NA	NA	34950
NA	NA	FBgn0032456	NA	NA	34686
NA	NA	FBgn0034053	NA	NA	36752
NA	NA	FBgn0050069	NA	NA	36573
NA	NA	FBgn0039114	NA	NA	42810
NA	NA	FBgn0015513	NA	NA	42817
NA	NA	FBgn0039120	NA	NA	42816
NA	NA	FBgn0039118	NA	NA	42814
NA	NA	FBgn0039117	NA	NA	42813
NA	NA	FBgn0039115	NA	NA	42811
NA	NA	FBgn0039113	NA	NA	42809
NA	NA	FBgn0035477	NA	NA	38464
NA	NA	FBgn0035478	NA	NA	38465
NA	NA	FBgn0004880	NA	NA	38469
NA	NA	FBgn0035482	NA	NA	38470
NA	NA	FBgn0035483	NA	NA	38472
NA	NA	FBgn0035484	NA	NA	38473
NA	NA	FBgn0035481	NA	NA	38468
NA	NA	FBgn0035480	NA	NA	38467
NA	NA	FBgn0035479	NA	NA	38466
NA	NA	FBgn0027552	NA	NA	38463
NA	NA	FBgn0035476	NA	NA	38462
NA	NA	FBgn0035475	NA	NA	38461
NA	NA	FBgn0030545	NA	NA	32368
NA	NA	FBgn0026713	NA	NA	32373
NA	NA	FBgn0030552	NA	NA	32375
NA	NA	FBgn0030554	NA	NA	32377
NA	NA	FBgn0002917	NA	NA	45338
NA	NA	FBgn0030562	NA	NA	32385
NA	NA	FBgn0030556	NA	NA	32379
NA	NA	FBgn0030555	NA	NA	32378
NA	NA	FBgn0030551	NA	NA	32374
NA	NA	FBgn0003053	NA	NA	31391
NA	NA	FBgn0029718	NA	NA	31398
NA	NA	FBgn0022942	NA	NA	44409
NA	NA	FBgn0029720	NA	NA	31402
NA	NA	FBgn0025615	NA	NA	31399
NA	NA	FBgn0023395	NA	NA	40111
NA	NA	FBgn0036872	NA	NA	40114
NA	NA	FBgn0036879	NA	NA	40121
NA	NA	FBgn0036877	NA	NA	40119
NA	NA	FBgn0036876	NA	NA	40118
NA	NA	FBgn0036875	NA	NA	40117
NA	NA	FBgn0036874	NA	NA	40116
NA	NA	FBgn0052207	NA	NA	NA
NA	NA	FBgn0036870	NA	NA	40112
NA	NA	FBgn0053062	NA	NA	318840
NA	NA	FBgn0031126	NA	NA	33056
NA	NA	FBgn0031127	NA	NA	33057
NA	NA	FBgn0031128	NA	NA	33058
NA	NA	FBgn0019929	NA	NA	31917
NA	NA	FBgn0030157	NA	NA	31920
NA	NA	FBgn0030158	NA	NA	31921
NA	NA	FBgn0030159	NA	NA	31922
NA	NA	FBgn0030160	NA	NA	31923
NA	NA	FBgn0030156	NA	NA	31919
NA	NA	FBgn0052695	NA	NA	31918
NA	NA	FBgn0024807	NA	NA	43981
NA	NA	FBgn0040028	NA	NA	49952
NA	NA	FBgn0027588	NA	NA	49953
NA	NA	FBgn0052230	NA	NA	317928
NA	NA	FBgn0010215	NA	NA	40517
NA	NA	FBgn0039530	NA	NA	43317
NA	NA	FBgn0039532	NA	NA	43319
NA	NA	FBgn0039536	NA	NA	43324
NA	NA	FBgn0039537	NA	NA	43325
NA	NA	FBgn0039538	NA	NA	43326
NA	NA	FBgn0046258	NA	NA	43328
NA	NA	FBgn0045862	NA	NA	43331
NA	NA	FBgn0039543	NA	NA	43332
NA	NA	FBgn0051055	NA	NA	318574
NA	NA	FBgn0003330	NA	NA	43327
NA	NA	FBgn0002772	NA	NA	43323
NA	NA	FBgn0039531	NA	NA	43318
NA	NA	FBgn0260484	NA	NA	31335
NA	NA	FBgn0021738	NA	NA	43900
NA	NA	FBgn0053221	NA	NA	NA
NA	NA	FBgn0031644	NA	NA	33694
NA	NA	FBgn0031645	NA	NA	33695
NA	NA	FBgn0032859	NA	NA	35311
NA	NA	FBgn0051687	NA	NA	318886
NA	NA	FBgn0032863	NA	NA	35315
NA	NA	FBgn0032864	NA	NA	35316
NA	NA	FBgn0042175	NA	NA	326109
NA	NA	FBgn0032858	NA	NA	35310
NA	NA	FBgn0031688	NA	NA	33748
NA	NA	FBgn0031692	NA	NA	33752
NA	NA	FBgn0031690	NA	NA	33750
NA	NA	FBgn0033538	NA	NA	36121
NA	NA	FBgn0033540	NA	NA	36123
NA	NA	FBgn0033541	NA	NA	36124
NA	NA	FBgn0033539	NA	NA	36122
NA	NA	FBgn0031195	NA	NA	33141
NA	NA	FBgn0010316	NA	NA	36001
NA	NA	FBgn0029082	NA	NA	44129
NA	NA	FBgn0033633	NA	NA	36234
NA	NA	FBgn0015872	NA	NA	36236
NA	NA	FBgn0050026	NA	NA	246399
NA	NA	FBgn0033015	NA	NA	35485
NA	NA	FBgn0033019	NA	NA	35490
NA	NA	FBgn0033020	NA	NA	35491
NA	NA	FBgn0033021	NA	NA	35492
NA	NA	FBgn0033017	NA	NA	35488
NA	NA	FBgn0052133	NA	NA	39552
NA	NA	FBgn0053196	NA	NA	318824
NA	NA	FBgn0040849	NA	NA	2768714
NA	NA	FBgn0033005	NA	NA	35475
NA	NA	FBgn0033010	NA	NA	35480
NA	NA	FBgn0026238	NA	NA	35478
NA	NA	FBgn0013348	NA	NA	35473
NA	NA	FBgn0032949	NA	NA	35411
NA	NA	FBgn0030717	NA	NA	32564
NA	NA	FBgn0000611	NA	NA	32567
NA	NA	FBgn0030720	NA	NA	32568
NA	NA	FBgn0030721	NA	NA	32570
NA	NA	FBgn0030723	NA	NA	32572
NA	NA	FBgn0028397	NA	NA	32574
NA	NA	FBgn0030724	NA	NA	32573
NA	NA	FBgn0030722	NA	NA	32571
NA	NA	FBgn0003969	NA	NA	32569
NA	NA	FBgn0030719	NA	NA	32566
NA	NA	FBgn0030718	NA	NA	32565
NA	NA	FBgn0030716	NA	NA	32563
NA	NA	FBgn0029174	NA	NA	47762
NA	NA	FBgn0032153	NA	NA	34306
NA	NA	FBgn0010520	NA	NA	46032
NA	NA	FBgn0024285	NA	NA	34312
NA	NA	FBgn0040064	NA	NA	34313
NA	NA	FBgn0032160	NA	NA	34315
NA	NA	FBgn0032161	NA	NA	34316
NA	NA	FBgn0032162	NA	NA	34317
NA	NA	FBgn0032166	NA	NA	34321
NA	NA	FBgn0051712	NA	NA	34320
NA	NA	FBgn0051876	NA	NA	318997
NA	NA	FBgn0032163	NA	NA	34318
NA	NA	FBgn0025700	NA	NA	34314
NA	NA	FBgn0032156	NA	NA	34310
NA	NA	FBgn0004867	NA	NA	34309
NA	NA	FBgn0032154	NA	NA	34307
NA	NA	FBgn0031089	NA	NA	33013
NA	NA	FBgn0031092	NA	NA	33016
NA	NA	FBgn0031094	NA	NA	33018
NA	NA	FBgn0031097	NA	NA	33022
NA	NA	FBgn0022770	NA	NA	33023
NA	NA	FBgn0015789	NA	NA	33025
NA	NA	FBgn0031099	NA	NA	33026
NA	NA	FBgn0031098	NA	NA	33024
NA	NA	FBgn0003654	NA	NA	44160
NA	NA	FBgn0053499	NA	NA	2768886
NA	NA	FBgn0067861	NA	NA	43984
NA	NA	FBgn0000084	NA	NA	33019
NA	NA	FBgn0031093	NA	NA	33017
NA	NA	FBgn0031091	NA	NA	33015
NA	NA	FBgn0031090	NA	NA	33014
NA	NA	FBgn0030759	NA	NA	32626
NA	NA	FBgn0061200	NA	NA	32630
NA	NA	FBgn0025743	NA	NA	32631
NA	NA	FBgn0030763	NA	NA	32632
NA	NA	FBgn0030761	NA	NA	32629
NA	NA	FBgn0015615	NA	NA	32627
NA	NA	FBgn0011826	NA	NA	32624
NA	NA	FBgn0011742	NA	NA	32623
NA	NA	FBgn0030757	NA	NA	32622
NA	NA	FBgn0030756	NA	NA	32621
NA	NA	FBgn0034478	NA	NA	37274
NA	NA	FBgn0031201	NA	NA	33147
NA	NA	FBgn0041150	NA	NA	249663
NA	NA	FBgn0033250	NA	NA	35768
NA	NA	FBgn0034072	NA	NA	36773
NA	NA	FBgn0033155	NA	NA	35648
NA	NA	FBgn0025360	NA	NA	44108
NA	NA	FBgn0033154	NA	NA	35647
NA	NA	FBgn0031646	NA	NA	33696
NA	NA	FBgn0015000	NA	NA	33704
NA	NA	FBgn0031655	NA	NA	33709
NA	NA	FBgn0031657	NA	NA	33712
NA	NA	FBgn0031662	NA	NA	33717
NA	NA	FBgn0033911	NA	NA	36574
NA	NA	FBgn0034071	NA	NA	36772
NA	NA	FBgn0034479	NA	NA	37275
NA	NA	FBgn0031651	NA	NA	33703
NA	NA	FBgn0031654	NA	NA	33707
NA	NA	FBgn0031653	NA	NA	33706
NA	NA	FBgn0031652	NA	NA	33705
NA	NA	FBgn0015834	NA	NA	33710
NA	NA	FBgn0031661	NA	NA	33716
NA	NA	FBgn0031663	NA	NA	33718
NA	NA	FBgn0031664	NA	NA	33719
NA	NA	FBgn0037028	NA	NA	40303
NA	NA	FBgn0031660	NA	NA	33715
NA	NA	FBgn0061515	NA	NA	39554
NA	NA	FBgn0052580	NA	NA	318097
NA	NA	FBgn0051961	NA	NA	319048
NA	NA	FBgn0053505	NA	NA	3346176
NA	NA	FBgn0053506	NA	NA	3346177
NA	NA	FBgn0053509	NA	NA	3346225
NA	NA	FBgn0053510	NA	NA	3346224
NA	NA	FBgn0053511	NA	NA	3346223
